	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
3111	silver/p02/d3049	every	downward_monotone	entailment	body	forgiver	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every forgiver in Japan .
3112	silver/p02/d3049	every	downward_monotone	neutral	body	forgiver	noun_hypernym_obj	The name of this statesman is known to every forgiver in Japan .	The name of this statesman is known to every body in Japan .
3113	silver/p02/d3049	every	downward_monotone	entailment	body	excuser	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every excuser in Japan .
3114	silver/p02/d3049	every	downward_monotone	neutral	body	excuser	noun_hypernym_obj	The name of this statesman is known to every excuser in Japan .	The name of this statesman is known to every body in Japan .
3115	silver/p02/d3049	every	downward_monotone	entailment	body	partner	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every partner in Japan .
3116	silver/p02/d3049	every	downward_monotone	neutral	body	partner	noun_hypernym_obj	The name of this statesman is known to every partner in Japan .	The name of this statesman is known to every body in Japan .
3117	silver/p02/d3049	every	downward_monotone	entailment	body	party	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every party in Japan .
3118	silver/p02/d3049	every	downward_monotone	neutral	body	party	noun_hypernym_obj	The name of this statesman is known to every party in Japan .	The name of this statesman is known to every body in Japan .
3119	silver/p02/d3049	every	downward_monotone	entailment	body	passer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every passer in Japan .
3120	silver/p02/d3049	every	downward_monotone	neutral	body	passer	noun_hypernym_obj	The name of this statesman is known to every passer in Japan .	The name of this statesman is known to every body in Japan .
3121	silver/p02/d3049	every	downward_monotone	entailment	body	peer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every peer in Japan .
3122	silver/p02/d3049	every	downward_monotone	neutral	body	peer	noun_hypernym_obj	The name of this statesman is known to every peer in Japan .	The name of this statesman is known to every body in Japan .
3123	silver/p02/d3049	every	downward_monotone	entailment	body	equal	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every equal in Japan .
3124	silver/p02/d3049	every	downward_monotone	neutral	body	equal	noun_hypernym_obj	The name of this statesman is known to every equal in Japan .	The name of this statesman is known to every body in Japan .
3125	silver/p02/d3049	every	downward_monotone	entailment	body	match	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every match in Japan .
3126	silver/p02/d3049	every	downward_monotone	neutral	body	match	noun_hypernym_obj	The name of this statesman is known to every match in Japan .	The name of this statesman is known to every body in Japan .
3127	silver/p02/d3049	every	downward_monotone	entailment	body	compeer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every compeer in Japan .
3128	silver/p02/d3049	every	downward_monotone	neutral	body	compeer	noun_hypernym_obj	The name of this statesman is known to every compeer in Japan .	The name of this statesman is known to every body in Japan .
3129	silver/p02/d3049	every	downward_monotone	entailment	body	perceiver	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every perceiver in Japan .
3130	silver/p02/d3049	every	downward_monotone	neutral	body	perceiver	noun_hypernym_obj	The name of this statesman is known to every perceiver in Japan .	The name of this statesman is known to every body in Japan .
3131	silver/p02/d3049	every	downward_monotone	entailment	body	percipient	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every percipient in Japan .
3132	silver/p02/d3049	every	downward_monotone	neutral	body	percipient	noun_hypernym_obj	The name of this statesman is known to every percipient in Japan .	The name of this statesman is known to every body in Japan .
3133	silver/p02/d3049	every	downward_monotone	entailment	body	observer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every observer in Japan .
3134	silver/p02/d3049	every	downward_monotone	neutral	body	observer	noun_hypernym_obj	The name of this statesman is known to every observer in Japan .	The name of this statesman is known to every body in Japan .
3135	silver/p02/d3049	every	downward_monotone	entailment	body	beholder	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every beholder in Japan .
3136	silver/p02/d3049	every	downward_monotone	neutral	body	beholder	noun_hypernym_obj	The name of this statesman is known to every beholder in Japan .	The name of this statesman is known to every body in Japan .
3137	silver/p02/d3049	every	downward_monotone	entailment	body	percher	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every percher in Japan .
3138	silver/p02/d3049	every	downward_monotone	neutral	body	percher	noun_hypernym_obj	The name of this statesman is known to every percher in Japan .	The name of this statesman is known to every body in Japan .
3139	silver/p02/d3049	every	downward_monotone	entailment	body	person of color	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every person of color in Japan .
3140	silver/p02/d3049	every	downward_monotone	neutral	body	person of color	noun_hypernym_obj	The name of this statesman is known to every person of color in Japan .	The name of this statesman is known to every body in Japan .
3141	silver/p02/d3049	every	downward_monotone	entailment	body	person of colmy	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every person of colmy in Japan .
3142	silver/p02/d3049	every	downward_monotone	neutral	body	person of colmy	noun_hypernym_obj	The name of this statesman is known to every person of colmy in Japan .	The name of this statesman is known to every body in Japan .
3143	silver/p02/d3049	every	downward_monotone	entailment	body	personage	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every personage in Japan .
3144	silver/p02/d3049	every	downward_monotone	neutral	body	personage	noun_hypernym_obj	The name of this statesman is known to every personage in Japan .	The name of this statesman is known to every body in Japan .
3145	silver/p02/d3049	every	downward_monotone	entailment	body	personification	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every personification in Japan .
3146	silver/p02/d3049	every	downward_monotone	neutral	body	personification	noun_hypernym_obj	The name of this statesman is known to every personification in Japan .	The name of this statesman is known to every body in Japan .
3147	silver/p02/d3049	every	downward_monotone	entailment	body	perspirer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every perspirer in Japan .
3148	silver/p02/d3049	every	downward_monotone	neutral	body	perspirer	noun_hypernym_obj	The name of this statesman is known to every perspirer in Japan .	The name of this statesman is known to every body in Japan .
3149	silver/p02/d3049	every	downward_monotone	entailment	body	sweater	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every sweater in Japan .
3150	silver/p02/d3049	every	downward_monotone	neutral	body	sweater	noun_hypernym_obj	The name of this statesman is known to every sweater in Japan .	The name of this statesman is known to every body in Japan .
3151	silver/p02/d3049	every	downward_monotone	entailment	body	philosopher	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every philosopher in Japan .
3152	silver/p02/d3049	every	downward_monotone	neutral	body	philosopher	noun_hypernym_obj	The name of this statesman is known to every philosopher in Japan .	The name of this statesman is known to every body in Japan .
3153	silver/p02/d3049	every	downward_monotone	entailment	body	picker	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every picker in Japan .
3154	silver/p02/d3049	every	downward_monotone	neutral	body	picker	noun_hypernym_obj	The name of this statesman is known to every picker in Japan .	The name of this statesman is known to every body in Japan .
3155	silver/p02/d3049	every	downward_monotone	entailment	body	chooser	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every chooser in Japan .
3156	silver/p02/d3049	every	downward_monotone	neutral	body	chooser	noun_hypernym_obj	The name of this statesman is known to every chooser in Japan .	The name of this statesman is known to every body in Japan .
3157	silver/p02/d3049	every	downward_monotone	entailment	body	selector	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every selector in Japan .
3158	silver/p02/d3049	every	downward_monotone	neutral	body	selector	noun_hypernym_obj	The name of this statesman is known to every selector in Japan .	The name of this statesman is known to every body in Japan .
3159	silver/p02/d3049	every	downward_monotone	entailment	body	Pisce	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Pisce in Japan .
3160	silver/p02/d3049	every	downward_monotone	neutral	body	Pisce	noun_hypernym_obj	The name of this statesman is known to every Pisce in Japan .	The name of this statesman is known to every body in Japan .
3161	silver/p02/d3049	every	downward_monotone	entailment	body	Fish	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Fish in Japan .
3162	silver/p02/d3049	every	downward_monotone	neutral	body	Fish	noun_hypernym_obj	The name of this statesman is known to every Fish in Japan .	The name of this statesman is known to every body in Japan .
3163	silver/p02/d3049	every	downward_monotone	entailment	body	pisser	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every pisser in Japan .
3164	silver/p02/d3049	every	downward_monotone	neutral	body	pisser	noun_hypernym_obj	The name of this statesman is known to every pisser in Japan .	The name of this statesman is known to every body in Japan .
3165	silver/p02/d3049	every	downward_monotone	entailment	body	urinator	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every urinator in Japan .
3166	silver/p02/d3049	every	downward_monotone	neutral	body	urinator	noun_hypernym_obj	The name of this statesman is known to every urinator in Japan .	The name of this statesman is known to every body in Japan .
3167	silver/p02/d3049	every	downward_monotone	entailment	body	planner	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every planner in Japan .
3168	silver/p02/d3049	every	downward_monotone	neutral	body	planner	noun_hypernym_obj	The name of this statesman is known to every planner in Japan .	The name of this statesman is known to every body in Japan .
3169	silver/p02/d3049	every	downward_monotone	entailment	body	contriver	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every contriver in Japan .
3170	silver/p02/d3049	every	downward_monotone	neutral	body	contriver	noun_hypernym_obj	The name of this statesman is known to every contriver in Japan .	The name of this statesman is known to every body in Japan .
3171	silver/p02/d3049	every	downward_monotone	entailment	body	deviser	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every deviser in Japan .
3172	silver/p02/d3049	every	downward_monotone	neutral	body	deviser	noun_hypernym_obj	The name of this statesman is known to every deviser in Japan .	The name of this statesman is known to every body in Japan .
3173	silver/p02/d3049	every	downward_monotone	entailment	body	player	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every player in Japan .
3174	silver/p02/d3049	every	downward_monotone	neutral	body	player	noun_hypernym_obj	The name of this statesman is known to every player in Japan .	The name of this statesman is known to every body in Japan .
3175	silver/p02/d3049	every	downward_monotone	entailment	body	posturer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every posturer in Japan .
3176	silver/p02/d3049	every	downward_monotone	neutral	body	posturer	noun_hypernym_obj	The name of this statesman is known to every posturer in Japan .	The name of this statesman is known to every body in Japan .
3177	silver/p02/d3049	every	downward_monotone	entailment	body	powderer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every powderer in Japan .
3178	silver/p02/d3049	every	downward_monotone	neutral	body	powderer	noun_hypernym_obj	The name of this statesman is known to every powderer in Japan .	The name of this statesman is known to every body in Japan .
3179	silver/p02/d3049	every	downward_monotone	entailment	body	precursor	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every precursor in Japan .
3180	silver/p02/d3049	every	downward_monotone	neutral	body	precursor	noun_hypernym_obj	The name of this statesman is known to every precursor in Japan .	The name of this statesman is known to every body in Japan .
3181	silver/p02/d3049	every	downward_monotone	entailment	body	forerunner	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every forerunner in Japan .
3182	silver/p02/d3049	every	downward_monotone	neutral	body	forerunner	noun_hypernym_obj	The name of this statesman is known to every forerunner in Japan .	The name of this statesman is known to every body in Japan .
3183	silver/p02/d3049	every	downward_monotone	entailment	body	preserver	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every preserver in Japan .
3184	silver/p02/d3049	every	downward_monotone	neutral	body	preserver	noun_hypernym_obj	The name of this statesman is known to every preserver in Japan .	The name of this statesman is known to every body in Japan .
3185	silver/p02/d3049	every	downward_monotone	entailment	body	primitive	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every primitive in Japan .
3186	silver/p02/d3049	every	downward_monotone	neutral	body	primitive	noun_hypernym_obj	The name of this statesman is known to every primitive in Japan .	The name of this statesman is known to every body in Japan .
3187	silver/p02/d3049	every	downward_monotone	entailment	body	primitive person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every primitive person in Japan .
3188	silver/p02/d3049	every	downward_monotone	neutral	body	primitive person	noun_hypernym_obj	The name of this statesman is known to every primitive person in Japan .	The name of this statesman is known to every body in Japan .
3189	silver/p02/d3049	every	downward_monotone	entailment	body	propositu	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every propositu in Japan .
3190	silver/p02/d3049	every	downward_monotone	neutral	body	propositu	noun_hypernym_obj	The name of this statesman is known to every propositu in Japan .	The name of this statesman is known to every body in Japan .
3191	silver/p02/d3049	every	downward_monotone	entailment	body	public relations person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every public relations person in Japan .
3192	silver/p02/d3049	every	downward_monotone	neutral	body	public relations person	noun_hypernym_obj	The name of this statesman is known to every public relations person in Japan .	The name of this statesman is known to every body in Japan .
3193	silver/p02/d3049	every	downward_monotone	entailment	body	pursuer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every pursuer in Japan .
3194	silver/p02/d3049	every	downward_monotone	neutral	body	pursuer	noun_hypernym_obj	The name of this statesman is known to every pursuer in Japan .	The name of this statesman is known to every body in Japan .
3195	silver/p02/d3049	every	downward_monotone	entailment	body	pussycat	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every pussycat in Japan .
3196	silver/p02/d3049	every	downward_monotone	neutral	body	pussycat	noun_hypernym_obj	The name of this statesman is known to every pussycat in Japan .	The name of this statesman is known to every body in Japan .
3197	silver/p02/d3049	every	downward_monotone	entailment	body	quarter	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every quarter in Japan .
3199	silver/p02/d3049	every	downward_monotone	entailment	body	quitter	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every quitter in Japan .
3200	silver/p02/d3049	every	downward_monotone	neutral	body	quitter	noun_hypernym_obj	The name of this statesman is known to every quitter in Japan .	The name of this statesman is known to every body in Japan .
3201	silver/p02/d3049	every	downward_monotone	entailment	body	radical	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every radical in Japan .
3202	silver/p02/d3049	every	downward_monotone	neutral	body	radical	noun_hypernym_obj	The name of this statesman is known to every radical in Japan .	The name of this statesman is known to every body in Japan .
3203	silver/p02/d3049	every	downward_monotone	entailment	body	realist	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every realist in Japan .
3204	silver/p02/d3049	every	downward_monotone	neutral	body	realist	noun_hypernym_obj	The name of this statesman is known to every realist in Japan .	The name of this statesman is known to every body in Japan .
3205	silver/p02/d3049	every	downward_monotone	entailment	body	rectifier	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every rectifier in Japan .
3206	silver/p02/d3049	every	downward_monotone	neutral	body	rectifier	noun_hypernym_obj	The name of this statesman is known to every rectifier in Japan .	The name of this statesman is known to every body in Japan .
3207	silver/p02/d3049	every	downward_monotone	entailment	body	redhead	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every redhead in Japan .
3208	silver/p02/d3049	every	downward_monotone	neutral	body	redhead	noun_hypernym_obj	The name of this statesman is known to every redhead in Japan .	The name of this statesman is known to every body in Japan .
3209	silver/p02/d3049	every	downward_monotone	entailment	body	redheader	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every redheader in Japan .
3210	silver/p02/d3049	every	downward_monotone	neutral	body	redheader	noun_hypernym_obj	The name of this statesman is known to every redheader in Japan .	The name of this statesman is known to every body in Japan .
3211	silver/p02/d3049	every	downward_monotone	entailment	body	red-header	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every red-header in Japan .
3212	silver/p02/d3049	every	downward_monotone	neutral	body	red-header	noun_hypernym_obj	The name of this statesman is known to every red-header in Japan .	The name of this statesman is known to every body in Japan .
3213	silver/p02/d3049	every	downward_monotone	entailment	body	carrottop	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every carrottop in Japan .
3214	silver/p02/d3049	every	downward_monotone	neutral	body	carrottop	noun_hypernym_obj	The name of this statesman is known to every carrottop in Japan .	The name of this statesman is known to every body in Japan .
3215	silver/p02/d3049	every	downward_monotone	entailment	body	registrant	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every registrant in Japan .
3216	silver/p02/d3049	every	downward_monotone	neutral	body	registrant	noun_hypernym_obj	The name of this statesman is known to every registrant in Japan .	The name of this statesman is known to every body in Japan .
3217	silver/p02/d3049	every	downward_monotone	entailment	body	relative	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every relative in Japan .
3218	silver/p02/d3049	every	downward_monotone	neutral	body	relative	noun_hypernym_obj	The name of this statesman is known to every relative in Japan .	The name of this statesman is known to every body in Japan .
3219	silver/p02/d3049	every	downward_monotone	entailment	body	relation	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every relation in Japan .
3220	silver/p02/d3049	every	downward_monotone	neutral	body	relation	noun_hypernym_obj	The name of this statesman is known to every relation in Japan .	The name of this statesman is known to every body in Japan .
3221	silver/p02/d3049	every	downward_monotone	entailment	body	reliever	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every reliever in Japan .
3222	silver/p02/d3049	every	downward_monotone	neutral	body	reliever	noun_hypernym_obj	The name of this statesman is known to every reliever in Japan .	The name of this statesman is known to every body in Japan .
3223	silver/p02/d3049	every	downward_monotone	entailment	body	allayer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every allayer in Japan .
3224	silver/p02/d3049	every	downward_monotone	neutral	body	allayer	noun_hypernym_obj	The name of this statesman is known to every allayer in Japan .	The name of this statesman is known to every body in Japan .
3225	silver/p02/d3049	every	downward_monotone	entailment	body	comforter	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every comforter in Japan .
3226	silver/p02/d3049	every	downward_monotone	neutral	body	comforter	noun_hypernym_obj	The name of this statesman is known to every comforter in Japan .	The name of this statesman is known to every body in Japan .
3227	silver/p02/d3049	every	downward_monotone	entailment	body	religious person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every religious person in Japan .
3228	silver/p02/d3049	every	downward_monotone	neutral	body	religious person	noun_hypernym_obj	The name of this statesman is known to every religious person in Japan .	The name of this statesman is known to every body in Japan .
3229	silver/p02/d3049	every	downward_monotone	entailment	body	repeater	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every repeater in Japan .
3230	silver/p02/d3049	every	downward_monotone	neutral	body	repeater	noun_hypernym_obj	The name of this statesman is known to every repeater in Japan .	The name of this statesman is known to every body in Japan .
3231	silver/p02/d3049	every	downward_monotone	entailment	body	rescuer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every rescuer in Japan .
3232	silver/p02/d3049	every	downward_monotone	neutral	body	rescuer	noun_hypernym_obj	The name of this statesman is known to every rescuer in Japan .	The name of this statesman is known to every body in Japan .
3233	silver/p02/d3049	every	downward_monotone	entailment	body	recoverer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every recoverer in Japan .
3234	silver/p02/d3049	every	downward_monotone	neutral	body	recoverer	noun_hypernym_obj	The name of this statesman is known to every recoverer in Japan .	The name of this statesman is known to every body in Japan .
3235	silver/p02/d3049	every	downward_monotone	entailment	body	saver	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every saver in Japan .
3236	silver/p02/d3049	every	downward_monotone	neutral	body	saver	noun_hypernym_obj	The name of this statesman is known to every saver in Japan .	The name of this statesman is known to every body in Japan .
3237	silver/p02/d3049	every	downward_monotone	entailment	body	rester	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every rester in Japan .
3238	silver/p02/d3049	every	downward_monotone	neutral	body	rester	noun_hypernym_obj	The name of this statesman is known to every rester in Japan .	The name of this statesman is known to every body in Japan .
3239	silver/p02/d3049	every	downward_monotone	entailment	body	restrainer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every restrainer in Japan .
3240	silver/p02/d3049	every	downward_monotone	neutral	body	restrainer	noun_hypernym_obj	The name of this statesman is known to every restrainer in Japan .	The name of this statesman is known to every body in Japan .
3241	silver/p02/d3049	every	downward_monotone	entailment	body	controller	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every controller in Japan .
3242	silver/p02/d3049	every	downward_monotone	neutral	body	controller	noun_hypernym_obj	The name of this statesman is known to every controller in Japan .	The name of this statesman is known to every body in Japan .
3243	silver/p02/d3049	every	downward_monotone	entailment	body	revenant	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every revenant in Japan .
3244	silver/p02/d3049	every	downward_monotone	neutral	body	revenant	noun_hypernym_obj	The name of this statesman is known to every revenant in Japan .	The name of this statesman is known to every body in Japan .
3245	silver/p02/d3049	every	downward_monotone	entailment	body	rich person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every rich person in Japan .
3246	silver/p02/d3049	every	downward_monotone	neutral	body	rich person	noun_hypernym_obj	The name of this statesman is known to every rich person in Japan .	The name of this statesman is known to every body in Japan .
3247	silver/p02/d3049	every	downward_monotone	entailment	body	wealthy person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every wealthy person in Japan .
3248	silver/p02/d3049	every	downward_monotone	neutral	body	wealthy person	noun_hypernym_obj	The name of this statesman is known to every wealthy person in Japan .	The name of this statesman is known to every body in Japan .
3249	silver/p02/d3049	every	downward_monotone	entailment	body	have	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every have in Japan .
3250	silver/p02/d3049	every	downward_monotone	neutral	body	have	noun_hypernym_obj	The name of this statesman is known to every have in Japan .	The name of this statesman is known to every body in Japan .
3251	silver/p02/d3049	every	downward_monotone	entailment	body	right-hander	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every right-hander in Japan .
3252	silver/p02/d3049	every	downward_monotone	neutral	body	right-hander	noun_hypernym_obj	The name of this statesman is known to every right-hander in Japan .	The name of this statesman is known to every body in Japan .
3253	silver/p02/d3049	every	downward_monotone	entailment	body	right hander	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every right hander in Japan .
3254	silver/p02/d3049	every	downward_monotone	neutral	body	right hander	noun_hypernym_obj	The name of this statesman is known to every right hander in Japan .	The name of this statesman is known to every body in Japan .
3255	silver/p02/d3049	every	downward_monotone	entailment	body	righthander	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every righthander in Japan .
3256	silver/p02/d3049	every	downward_monotone	neutral	body	righthander	noun_hypernym_obj	The name of this statesman is known to every righthander in Japan .	The name of this statesman is known to every body in Japan .
3257	silver/p02/d3049	every	downward_monotone	entailment	body	riser	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every riser in Japan .
3258	silver/p02/d3049	every	downward_monotone	neutral	body	riser	noun_hypernym_obj	The name of this statesman is known to every riser in Japan .	The name of this statesman is known to every body in Japan .
3259	silver/p02/d3049	every	downward_monotone	entailment	body	romper	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every romper in Japan .
3260	silver/p02/d3049	every	downward_monotone	neutral	body	romper	noun_hypernym_obj	The name of this statesman is known to every romper in Japan .	The name of this statesman is known to every body in Japan .
3261	silver/p02/d3049	every	downward_monotone	entailment	body	roundhead	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every roundhead in Japan .
3262	silver/p02/d3049	every	downward_monotone	neutral	body	roundhead	noun_hypernym_obj	The name of this statesman is known to every roundhead in Japan .	The name of this statesman is known to every body in Japan .
3263	silver/p02/d3049	every	downward_monotone	entailment	body	ruler	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every ruler in Japan .
3264	silver/p02/d3049	every	downward_monotone	neutral	body	ruler	noun_hypernym_obj	The name of this statesman is known to every ruler in Japan .	The name of this statesman is known to every body in Japan .
3265	silver/p02/d3049	every	downward_monotone	entailment	body	swayer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every swayer in Japan .
3266	silver/p02/d3049	every	downward_monotone	neutral	body	swayer	noun_hypernym_obj	The name of this statesman is known to every swayer in Japan .	The name of this statesman is known to every body in Japan .
3267	silver/p02/d3049	every	downward_monotone	entailment	body	rusher	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every rusher in Japan .
3268	silver/p02/d3049	every	downward_monotone	neutral	body	rusher	noun_hypernym_obj	The name of this statesman is known to every rusher in Japan .	The name of this statesman is known to every body in Japan .
3269	silver/p02/d3049	every	downward_monotone	entailment	body	Sagittariu	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Sagittariu in Japan .
3270	silver/p02/d3049	every	downward_monotone	neutral	body	Sagittariu	noun_hypernym_obj	The name of this statesman is known to every Sagittariu in Japan .	The name of this statesman is known to every body in Japan .
3271	silver/p02/d3049	every	downward_monotone	entailment	body	Archer	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Archer in Japan .
3272	silver/p02/d3049	every	downward_monotone	neutral	body	Archer	noun_hypernym_obj	The name of this statesman is known to every Archer in Japan .	The name of this statesman is known to every body in Japan .
3273	silver/p02/d3049	every	downward_monotone	entailment	body	scientist	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every scientist in Japan .
3274	silver/p02/d3049	every	downward_monotone	neutral	body	scientist	noun_hypernym_obj	The name of this statesman is known to every scientist in Japan .	The name of this statesman is known to every body in Japan .
3275	silver/p02/d3049	every	downward_monotone	entailment	body	Scorpio	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Scorpio in Japan .
3276	silver/p02/d3049	every	downward_monotone	neutral	body	Scorpio	noun_hypernym_obj	The name of this statesman is known to every Scorpio in Japan .	The name of this statesman is known to every body in Japan .
3277	silver/p02/d3049	every	downward_monotone	entailment	body	Scorpion	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Scorpion in Japan .
3278	silver/p02/d3049	every	downward_monotone	neutral	body	Scorpion	noun_hypernym_obj	The name of this statesman is known to every Scorpion in Japan .	The name of this statesman is known to every body in Japan .
3279	silver/p02/d3049	every	downward_monotone	entailment	body	scratcher	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every scratcher in Japan .
3280	silver/p02/d3049	every	downward_monotone	neutral	body	scratcher	noun_hypernym_obj	The name of this statesman is known to every scratcher in Japan .	The name of this statesman is known to every body in Japan .
3281	silver/p02/d3049	every	downward_monotone	entailment	body	second-rater	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every second-rater in Japan .
3282	silver/p02/d3049	every	downward_monotone	neutral	body	second-rater	noun_hypernym_obj	The name of this statesman is known to every second-rater in Japan .	The name of this statesman is known to every body in Japan .
3283	silver/p02/d3049	every	downward_monotone	entailment	body	mediocrity	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every mediocrity in Japan .
